B00004X10C,"[u""tamrac's 5606 camera bag is well constructed, sturdy and versatile, and is suitable for use with either film or digital slr cameras. it is a mid-sized bag, designed to carry up to two camera bodies. the crucial issue with this type of bag, is whether it has adequate space to carry exactly what you need, including lenses and larger accessories like flash units and battery packs. check tamrac's website, and look at the diagrams showing the interior compartments of the bag, and how components may be stored, and judge if there's enough space for the particular gear you have.the interior of the bag can be divided into up to six smaller compartments. the layout is designed to accept a body with a zoom lens up to around 8 inches in length attached. while a camera with a long lens will fit in the bag, you'll have arrange things carefully if you want to carry too much else. also this setup does not work well if you have a battery grip attached. one solution is to store the camera and grip with no lens attached. doing this, there is more than adequate space for the body, and three or four lens, and a flash unit. stored vertically, a long lens can be accommodated with no problem. carrying your gear this way, you're not immediately prepared to shoot, as you must take a few moments to assemble the camera.though the bag is really better suited to accommodating the gear to fully outfit one camera. in a pinch, the 5606 can accommodate two camera bodies, even with battery packs, but that will leave just about a third of the available space for lenses and a flash.there is a zippered fold down compartment with pockets in the front. it would be nice if the pockets had some kind of fasteners. pouches with velco fasteners are on the side of the bag. velcro is an extremely poor design choice. one should not risk putting valuable or heavy items into these pouches. they could easily be lost, or fall out and be broken, should the fasteners fail to hold. this wasted storage space is the bag's major flaw. some type of modification would be required to make them truly useful.the 5606 has an excellent heavy duty carrying strap, and also has straps at the base for carrying a tripod. a semi useful feature is a wallet for carrying digital media and other small accessories. the wallet is attached to the bag with an elastic strip, and sides into a compartment on the side of the bag. the padding in bottom and sides could stand to be a bit thicker, but that can be said of most bags.as with any camera bag, it's ultimate usefulness depends on the user, and the particular gear to be carried. the 5606 isn't quite perfect in all situations, but it is adaptable enough to be useful most of the time. available in several colors. read more &#8250;"", u""tamrac's 5606 camera bag is well constructed, sturdy and versatile, and is suitable for use with either film or digital slr cameras.  it is a mid-sized bag, designed to carry up to two camera bodies.  the crucial issue with this type of bag, is whether it has adequate space to carry exactly what you need, including lenses and larger accessories like flash units and battery packs.  check tamrac's website, and look at the diagrams showing the interior compartments of the bag, and how components may be stored, and judge if there's enough space for the particular gear you have.the interior of the bag can be divided into up to six smaller compartments.  the layout is designed to accept a body with a zoom lens up to around 8 inches in length attached.  while a camera with a long lens will fit in the bag, you'll have arrange things carefully if you want to carry too much else.  also this setup does not work well if you have a battery grip attached.  one solution is to store the camera and grip with no lens attached.  doing this, there is more than adequate space for the body, and three or four lens, and a flash unit.  stored vertically, a long lens can be accommodated with no problem.  carrying your gear this way, you're not immediately prepared to shoot, as you must take a few moments to assemble the camera.though the bag is really better suited to accommodating the gear to fully outfit one camera.  in a pinch, the 5606 can accommodate two camera bodies, even with battery packs, but that will leave just about a third of the available space for lenses and a flash.there is a zippered fold down compartment with pockets in the front.  it would be nice if the pockets had some kind of fasteners.  pouches with velco fasteners are on the side of the bag.  velcro is an extremely poor design choice.  one should not risk putting valuable or heavy items into these pouches.  they could easily be lost, or fall out and be broken, should the fasteners fail to hold.  this wasted storage space is the bag's major flaw.  some type of modification would be required to make them truly useful.the 5606 has an excellent heavy duty carrying strap, and also has straps at the base for carrying a tripod.  a semi useful feature is a wallet for carrying digital media and other small accessories.  the wallet is attached to the bag with an elastic strip, and sides into a compartment on the side of the bag.  the padding in bottom and sides could stand to be a bit thicker, but that can be said of most bags.as with any camera bag, it's ultimate usefulness depends on the user, and the particular gear to be carried.  the 5606 isn't quite perfect in all situations, but it is adaptable enough to be useful most of the time.  available in several colors.""]"
B000VJG356,"[u""i'm on my third one of these. i use it to light my pc keyboard. all is well for a month or two, but then bulbs start to flicker and die. no more for me."", u""i'm on my third one of these. i use it to light my pc keyboard. all is well for a month or two, but then bulbs start to flicker and die. no more for me.""]"
B008JJLW4M,"[u'put a pair of these into a nas. no issues, nice and fast, these red stripe drives get high praise, and i can see why.', u'put a pair of these into a nas.  no issues, nice and fast,  these red stripe drives get high praise, and i can see why.']"
B0041Q38NU,"[u'works like a top', u'works like it should!', u""i use a flash drive every day at work and run portable apps from it. i also use it when traveling to watch movies. this drive has worked great thus far. more importantly for me - it is quite fast when running portable apps - firefox in particular. i have used other drives that had a hard time with small file read and write times which slows down firefox portable. this one has been great. i love the swinging cover design. for the price i don't think you can do better for a 32g drive right now."", u""i use a flash drive every day at work and run portable apps from it.  i also use it when traveling to watch movies.  this drive has worked great thus far. more importantly for me - it is quite fast when running portable apps - firefox in particular.  i have used other drives that had a hard time with small file read and write times which slows down firefox portable.  this one has been great.  i love the swinging cover design.  for the price i don't think you can do better for a 32g drive right now."", u'this is a great product and work really well. it is well priced for the size. i like to recommend this to others.', u'this is a great size to back up your files.  the price is very good as well!  i would recommend this product.']"
B000FKYQFA,"[u""this is a really nice bag, but it's way too small for me.  if you have a point-and-shoot or dslr with a couple of small lenses it's probably perfect.  but if you have even one long lens there's no way to partition this bag to get them both to fit.i gave the bag 4 stars based on build quality and the fact that it is a really nice bag for the price.  it has lots of pockets and places to stash memory cards, film, filters, and all kinds of stuff.  a bit more padding on the strap would have given it 5 stars easy.  this would also make a nice bag for a camcorder or even your lunch.anyway, i gave the bag to my neighbor.  we both have nikon d70's, but his telephoto is physically much shorter than mine, so it should be perfect for him.currently i'm using a lowepro backpack case which holds everything i have, including a tripod and nikon flash.  i was looking for something that i could just throw a few lenses in and run out the door, but this ain't it -- at least for me."", u""this is a really nice bag, but it's way too small for me. if you have a point-and-shoot or dslr with a couple of small lenses it's probably perfect. but if you have even one long lens there's no way to partition this bag to get them both to fit.i gave the bag 4 stars based on build quality and the fact that it is a really nice bag for the price. it has lots of pockets and places to stash memory cards, film, filters, and all kinds of stuff. a bit more padding on the strap would have given it 5 stars easy. this would also make a nice bag for a camcorder or even your lunch.anyway, i gave the bag to my neighbor. we both have nikon d70's, but his telephoto is physically much shorter than mine, so it should be perfect for him.currently i'm using a lowepro backpack case which holds everything i have, including a tripod and nikon flash. i was looking for something that i could just throw a few lenses in and run out the door, but this ain't it -- at least for me.""]"
B0000EI9VB,"[u'i found the correct charger!, feb 2nd, 2006reviewer allen----- you would not believe the problem i was having finding a charger. kodak even gave me the run around!!!! i am very happy with my 550 but unhappy with kodak,s service they list a charger but don\'t sell it. i came to amazon to find a charger and found out that the one on their site is not the correct one so i ordered one  from the site below. thank you thank you thank you for this honest review.""""""hey if you are looking for the correct charger for the kodak v550 i have found it. it is after market but hey it works. go to [...] and type in bcykdic7001 and you will see the charger that works for the kodak v550, if you need the kodak v530 charger then type in bcykdic7002 and it will bring up the charger. i recently used the v550 model charger on vacation and it worked!! hope that this helps.""""""', u'hey if you are looking for the correct charger for the kodak v550 i have found it. it is after market but hey it works. go to [...] and type in bcykdic7001 and you will see the charger that works for the kodak v550, if you need the kodak v530 charger then type in bcykdic7002 and it will bring up the charger. i recently used the v550 model charger on vacation and it worked!! hope that this helps.']"
B009LL9VDG,"[u'i\'m sold on chrome os for my needs. i don\'t fling red birds or waste time on social media sites, but i do use google drive and the zoho office suites extensively. i do some light photo editing and create line drawings as necessary for my job. i like having access to my files from anywhere. a huge bonus is not having to concern myself with updates, patches, anti-virus software, or even software installation. off-line functionality is getting better, and all indications are that google intends to improve in that area.two weaknesses are: 1.) not having full, windows-like functionality for all-in-one printers (and cloudprint in general), and 2.) no delete key (which may or may not bother you).as a technical writer, i\'m used to my keyboard layout. i can deal with no caps lock key, but i need my delete key. not including one makes no sense. it doesn\'t quite smack of microsoft\'s arrogance with regard to windows 8, but the ""google knows best"" attitude can take a hike. i\'ve gotten enough of that attitude from the other two major players. i can safely say that -i\'m- the only one who best understands my computing needs.the unit itself is zippy and easy to set up and customize. when the second-generation chromebook pixel with intel\'s haswell processor hits the streets, i intend to buy one--but only if the keyboard sports a delete key.', u'pros: fast, easy, convenient, maintenance-free. all the functionality i need in a non-gaming machine.cons: not having full, windows-like driver functionality for all-in-one printers.no delete key.other thoughts: i\'m sold on chrome os for my work needs. i don\'t fling red birds or waste time on social media sites, but i do use google drive and the zoho office suites extensively. i do some light photo editing and create line drawings as necessary for my job.i like having access to my files from anywhere. a huge bonus is not having to concern myself with updates, patches, anti-virus software, or even software installation.as a technical writer, i\'m used to my keyboard layout. i can deal with no caps lock key, but i need my delete key. not including one makes no sense. it doesn\'t quite smack of microsoft\'s arrogance with regard to windows 8, but the ""google knows best"" attitude can take a hike. i\'ve gotten enough of that attitude from the other two major players. i can safely say that -i\'m- the only one who best understands my computing needs.the unit itself is zippy and easy to set up and customize. when the second-generation chromebook pixel with intel\'s haswell processor hits the streets, i intend to buy one--but only if the keyboard sports a delete key.']"
B00004ZCJE,"[u'tiffen, a company you can trust.  anyone that actually takes photographs knows that you should protect your lens, and tiffen filters do a great job.', u'anyone that actually takes photographs knows that you should protect your lens, and tiffen filters do a great job, such as this one.']"
B004S4R5CK,"[u'this cable converts hdmi digital to dvi and works as needed. had 0 problems and the cable length is long enough for me.', u'this cable converts hdmi digital to dvi and works as needed. had 0 problems and the cable length is long enough for me. cable thickness is great and you will not be able to break or kink the cable easy. anyone who needs a hdmi to dvi adapter this is the right product for you.']"
B007WTAJTO,"[u'no issues.', u'this works with the nl1520.  no video stuttering like with the 64gb.  blah blah blah blah to fill in the rest.', u'not much to say other than plug and play, good quality and fits a lot of video ...good good good', u'this works perfect in my dell venue pro 8. all i had to do was to reformat the card before using it.', u""works fine my virgin mobile htc evo v. the phone didn't recognize it at first, but after formatting it's all good."", u""works great with my galaxy s4. didn't need to format the card or anything. just popped the card in and everything worked great out of the box. transfer speeds are excellent with this card. i would recommend this card to everyone."", u'yes', u'yes', u""the description on the amazon page calls this a class 10 card with uhs-1 performance.  and while technically correct, (full hd 1080p recording). you would expect more performance in the sequential write speeds.  it actually doesn't even hit the class 10 speed unless you round up (9.951 mb/s).  i have 2 of these cards and they both report the same speed.  my kingston 8gb sdhc class 4 writes at 11.854 mb/s.  now keep in mind the sandisk beats the other cards in the random reads and writes.  so maybe the design for those faster random reads and writes causes the sequential writes to run slower than expected.  here is the test for the san disk followed by the kingston-----------------------------------------------------------------------crystaldiskmark 3.0.2 (c) 2007-2013 hiyohiyocrystal dew world : [...]-----------------------------------------------------------------------sandisk ultra 16gb class 10 micro sdhc (uhs i speed?)* mb/s = 1,000,000 byte/s [sata/300 = 300,000,000 byte/s]sequential read :  20.651 mb/ssequential write :  9.951 mb/srandom read 512kb :  20.191 mb/srandom write 512kb :  2.628 mb/srandom read 4kb (qd=1) :  3.656 mb/s [  892.5 iops]random write 4kb (qd=1) :  1.665 mb/s [  406.4 iops]random read 4kb (qd=32) :  3.293 mb/s [  803.9 iops]random write 4kb (qd=32) :  1.618 mb/s [  395.0 iops]test : 1000 mb [f: 0.0% (0.0/14.8 gb)] (x1)date : 2013/03/26 21:28:09os : windows 7 home premium edition sp1 [6.1 build 7601] (x64)=======================================================================-----------------------------------------------------------------------crystaldiskmark 3.0.2 x64 (c) 2007-2013 hiyohiyocrystal dew world : [...]-----------------------------------------------------------------------kingston 8gb sdhc class 4* mb/s = 1,000,000 byte/s [sata/300 = 300,000,000 byte/s]sequential read :  20.287 mb/ssequential write :  11.854 mb/srandom read 512kb :  19.925 mb/srandom write 512kb :  1.728 mb/srandom read 4kb (qd=1) :  3.747 mb/s [  914.7 iops]random write 4kb (qd=1) :  0.017 mb/s [  4.2 iops]random read 4kb (qd=32) :  3.684 mb/s [  899.5 iops]random write 4kb (qd=32) :  0.017 mb/s [  4.3 iops]test : 1000 mb [f: 53.3% (4047.8/7592.0 mb)] (x1)date : 2013/03/27 10:48:56os : windows 7 home premium edition sp1 [6.1 build 7601] (x64)"", u""the description on the amazon page calls this a class 10 card with uhs-1 performance.  and while technically correct, (full hd 1080p recording). you would expect more performance in the sequential write speeds.  it actually doesn't even hit the class 10 speed unless you round up (9.951 mb/s).  i have 2 of these cards and they both report the same speed.  my kingston 8gb sdhc class 4 writes at 11.854 mb/s.  now keep in mind the sandisk beats the other cards in the random reads and writes.  so maybe the design for those faster random reads and writes causes the sequential writes to run slower than expected.  here is the test for the san disk followed by the kingston-----------------------------------------------------------------------crystaldiskmark 3.0.2 (c) 2007-2013 hiyohiyocrystal dew world : [...]-----------------------------------------------------------------------sandisk ultra 16gb class 10 micro sdhc (uhs i speed?)* mb/s = 1,000,000 byte/s [sata/300 = 300,000,000 byte/s]sequential read :  20.651 mb/ssequential write :  9.951 mb/srandom read 512kb :  20.191 mb/srandom write 512kb :  2.628 mb/srandom read 4kb (qd=1) :  3.656 mb/s [  892.5 iops]random write 4kb (qd=1) :  1.665 mb/s [  406.4 iops]random read 4kb (qd=32) :  3.293 mb/s [  803.9 iops]random write 4kb (qd=32) :  1.618 mb/s [  395.0 iops]test : 1000 mb [f: 0.0% (0.0/14.8 gb)] (x1)date : 2013/03/26 21:28:09os : windows 7 home premium edition sp1 [6.1 build 7601] (x64)=======================================================================-----------------------------------------------------------------------crystaldiskmark 3.0.2 x64 (c) 2007-2013 hiyohiyocrystal dew world : [...]-----------------------------------------------------------------------kingston 8gb sdhc class 4* mb/s = 1,000,000 byte/s [sata/300 = 300,000,000 byte/s]sequential read :  20.287 mb/ssequential write :  11.854 mb/srandom read 512kb :  19.925 mb/srandom write 512kb :  1.728 mb/srandom read 4kb (qd=1) :  3.747 mb/s [  914.7 iops]random write 4kb (qd=1) :  0.017 mb/s [  4.2 iops]random read 4kb (qd=32) :  3.684 mb/s [  899.5 iops]random write 4kb (qd=32) :  0.017 mb/s [  4.3 iops]test : 1000 mb [f: 53.3% (4047.8/7592.0 mb)] (x1)date : 2013/03/27 10:48:56os : windows 7 home premium edition sp1 [6.1 build 7601] (x64)"", u'does the job. no complaints so far.', u""works fine my virgin mobile htc evo v. the phone didn't recognize it at first, but after formatting it's all good."", u""works. there's nothing else to say so yes it works, and yes it works. it also works, so it is pretty good."", u""works. there's nothing else to say so yes it works, and yes it works. it also works, so it is pretty good."", u'this works with my galaxy s4 and is fast enough to record 1080p video. i would purchase again i have always had good luck with sandisk cards.', u'working good.', u'working good.', u'working good.', u""what can i say it's a memory card okay it is fast and compatible good quality perfect perfect perfect perfect"", u'i have always had good luck with sandisk memory cards. this one is no exception. fast works great in my galaxy s4 and never a problem with any i have purchased.', u'works great with a dell venue 8 pro.', u'works great with a dell venue 8 pro.', u'works great with a dell venue 8 pro.', u'work good', u'work good', u'work good', u'product is as expected.-----------------------------------------------------------------------crystaldiskmark 3.0.1 x64 (c) 2007-2010 hiyohiyocrystal dew world : [...]-----------------------------------------------------------------------* mb/s = 1,000,000 byte/s [sata/300 = 300,000,000 byte/s]sequential read :  32.903 mb/ssequential write :  10.263 mb/srandom read 512kb :  31.584 mb/srandom write 512kb :  5.485 mb/srandom read 4kb (qd=1) :  3.296 mb/s [  804.8 iops]random write 4kb (qd=1) :  0.894 mb/s [  218.1 iops]random read 4kb (qd=32) :  3.002 mb/s [  732.9 iops]random write 4kb (qd=32) :  0.617 mb/s [  150.7 iops]test : 1000 mb [f: 0.0% (0.0/29.7 gb)] (x5)date : 2012/12/12 17:12:51os : windows 7 home premium edition sp1 [6.1 build 7601] (x64)', u'works like a memory card should work.  saves stuff, deletes stuff, transfers stuff, and its just good for lots of stuff.  no problems so far.', u'its 64 gigs it works great not sure what else to say about it really. not much else to say.', u'yes!', u'yes!', u'works great', u'works great', u'does its job!', u'does its job!', u'no problems!', u'good', u'good', u'good', u'this micro sd card holds quite a bit of stuff. not all my stuff, but most of my stuff. i like that.', u""works great with my smart phone. didn't need to format the card or anything. just popped the card in and everything worked great out of the box. transfer speeds are excellent with this card. i would recommend this card to everyone."", u'perfect', u'no issues.', u""64 gb of fast microsd storage at a great price.  what's not to love?  works perfectly with my 64gb dell venue pro 8."", u'good no problems works well.', u'good no problems works well.', u'great', u""so far working great, i'm using on my dell venue 8 pro and is working fine, no issues"", u'not much to say, it is a memory card and does the job well. no problems at all with this card', u'the last few days i have been diligently shopping for a microsdxc card to utilize in my new smart phone. i have a long term positive experience using sandisk cards. i quickly became confused about the differences between the so called ""mobile"" ultra cards and the ultra cards. the performance specs to my ""intermediate tech experience"" eyes were virtually the same. the prices were also similar, with the ""mobile""version slightly higher. to finally resolve my confusion i contacted sandisk technical support. to my surprise, the ""mobile"" version is the older, no longer manufactured version. the ultra is the current model. so i immediately bought the current ultra version, which very fortunately amazon had on sale!', u'no problems at all. works great', u'no problems at all. works great', u'i have a long term positive experience using sandisk cards. i have been very pleased with the way these cards work in my samsung galaxy note 8.0. no problems whatsoever and the capacity is huge.i quickly became confused about the differences between the so called &#34;mobile&#34; ultra cards and the ultra cards. the performance specs to my &#34;intermediate tech experience&#34; eyes were virtually the same. the prices were also similar, with the &#34;mobile&#34;version slightly higher. to finally resolve my confusion i contacted sandisk technical support. to my surprise, the &#34;mobile&#34; version is the older, no longer manufactured version. the ultra is the current model. so i immediately bought the current ultra version, which very fortunately amazon had on sale!', u""it's an sd card.  no one has the tools to test whether this is a class 10 with speeds of blah blah blah.  it works and that is all that matters."", u'works great! what else can i say?', u'this was the fastest microsd card i have tested, unfortunately it died after about four months of use in my android phone. at first my phone would randomly say the card had been removed, then eventually neither the phone nor any reader i had could access it.the test results from my older but still functional 32gb class 4 sandisk:sequential read :  23.022 mb/ssequential write :  4.460 mb/srandom read 512kb :  22.387 mb/srandom write 512kb :  3.144 mb/srandom read 4kb (qd=1) :  3.414 mb/s [  833.5 iops]random write 4kb (qd=1) :  1.231 mb/s [  300.5 iops]random read 4kb (qd=32) :  3.309 mb/s [  807.8 iops]random write 4kb (qd=32) :  0.993 mb/s [  242.4 iops]compared to this product, 32gb class 10 sandisk:sequential read :  41.492 mb/ssequential write :  15.653 mb/srandom read 512kb :  43.380 mb/srandom write 512kb :  17.685 mb/srandom read 4kb (qd=1) :  4.696 mb/s [  1146.5 iops]random write 4kb (qd=1) :  1.595 mb/s [  389.4 iops]random read 4kb (qd=32) :  4.859 mb/s [  1186.2 iops]random write 4kb (qd=32) :  1.334 mb/s [  325.6 iops]']"
